Timestamp,Type,Latitude,Longitude,Message
2025-08-05 14:44:41,Roadwork,1.3258089093380379,103.72862918506125,(5/8)15:39 Road Works on AYE (towards MCE) at Corporation Road Entrance.
2025-08-05 14:44:41,Roadwork,1.377657336496919,103.85798375620443,(5/8)15:25 Road Works on CTE (towards SLE) at Ang Mo Kio Avenue 3 Entrance.
2025-08-05 14:44:41,Vehicle breakdown,1.383481874589788,103.91632239821946,(5/8)15:14 Vehicle Breakdown on TPE (towards SLE) before Punggol Rd.
2025-08-05 14:44:41,Roadwork,1.3788090098959442,103.91373181677257,(5/8)14:30 Road Works on KPE (towards TPE) before TPE(PIE).
2025-08-05 14:44:41,Roadwork,1.345727303880945,103.73852284619193,(5/8)14:25 Road Works on PIE (towards Changi) at Jurong Town Hall Road Entrance.
2025-08-05 14:44:41,Roadwork,1.3292906300809004,103.85231946352091,(5/8)14:05 Road Works on PIE (towards Tuas) before Thomson Rd. Avoid lane 4.
2025-08-05 14:44:41,Roadwork,1.424969610425243,103.79031033095691,(5/8)13:42 Road Works on SLE (towards BKE) before Woodlands Ave 2.
2025-08-05 14:44:41,Roadwork,1.3423737211865663,103.64318085456937,(5/8)13:40 Road Works on AYE (towards MCE) before Tuas West Rd.
2025-08-05 14:44:41,Roadwork,1.3944039495616454,103.85764095108719,(5/8)13:38 Road Works on SLE (towards BKE) at TPE(PIE) Exit.
2025-08-05 14:44:41,Roadwork,1.4007508474269075,103.87359697384967,(5/8)13:19 Road Works on TPE (towards SLE) at Jalan Kayu Exit.
2025-08-05 14:44:41,Vehicle breakdown,1.322081488160757,103.69660403797889,(5/8)12:00 Vehicle Breakdown on AYE (towards MCE) at Pioneer Rd Exit.
2025-08-05 14:44:41,Roadwork,1.2937373663467802,103.78677270972173,(5/8)11:09 Road Works on AYE (towards MCE) at North Buona Vista Road Entrance.
2025-08-05 14:44:41,Roadwork,1.2956867388760556,103.89227972488403,(5/8)11:02 Road Works on ECP (towards Changi) before Tg Katong Rd. Avoid lane 4.
2025-08-05 14:44:41,Roadwork,1.4012828716445107,103.88203748239727,(5/8)11:00 Road Works on TPE (towards SLE) before CTE. Avoid lane 1.
2025-08-05 14:44:41,Roadwork,1.3214667883306372,103.70870546516954,(5/8)11:00 Road Works on AYE (towards Tuas) before Pioneer Rd. Avoid lane 3.
2025-08-05 14:44:41,Roadwork,1.3027475404687037,103.91451845243276,(5/8)10:59 Road Works on ECP (towards Changi) before Marine Vista. Avoid lane 3.
2025-08-05 14:44:41,Roadwork,1.2756225889247286,103.82833412175722,(5/8)10:58 Road Works on AYE (towards Tuas) before Lower Delta Rd. Avoid lane 1.
2025-08-05 14:44:41,Roadwork,1.3819485322697396,103.77561068590956,(5/8)10:46 Road Works on BKE (towards PIE) before Bukit Panjang Rd.
2025-08-05 14:44:41,Roadwork,1.3624393488161994,103.95908190924854,(5/8)10:44 Road Works on TPE (towards SLE) before Tampines Ave 12. Avoid lane 3.
2025-08-05 14:44:41,Roadwork,1.3647857389083433,103.95575187336955,(5/8)10:36 Road Works on TPE (towards PIE) before Loyang Ave. Avoid lane 4.
2025-08-05 14:44:41,Roadwork,1.332831084800766,103.92025447636505,(5/8)10:29 Road Works on PIE (towards Changi) before Bedok North Ave 3. Avoid lane 3.
2025-08-05 14:44:41,Roadwork,1.3687479440060781,103.71692846233309,(5/8)10:27 Road Works on KJE (towards PIE) before PIE(Changi). Avoid lane 1.
2025-08-05 14:44:41,Roadwork,1.3391159997072246,103.64644076476633,(5/8)10:25 Road Works on AYE (towards Tuas) before Tuas West Drive. Avoid lane 1.
2025-08-05 14:44:41,Roadwork,1.3300742315650034,103.86353653392453,(5/8)10:17 Road Works on PIE (towards Changi) before Kallang Way. Avoid lane 3.
2025-08-05 14:44:41,Roadwork,1.3529384877338362,103.9637877088252,(5/8)10:06 Road Works on TPE (towards PIE) at PIE(Tuas) Exit.
2025-08-05 14:44:41,Roadwork,1.366392193601644,103.95007549352242,(5/8)10:03 Road Works on TPE (towards PIE) before Loyang Ave. Avoid lane 1.
2025-08-05 14:44:41,Roadwork,1.32245751843819,103.71558878748432,(5/8)09:49 Road Works on AYE (towards Tuas) at Jurong Pier Road Exit.
2025-08-05 14:44:41,Roadwork,1.3327205689302073,103.97716474425681,(5/8)09:46 Road Works on ECP (towards Changi) before PIE. Avoid lane 3.
2025-08-05 14:44:41,Roadwork,1.3563637962464263,103.71660033104122,(5/8)09:44 Road Works on PIE (towards Changi) before Tengah Boulevard. Avoid lane 1.
2025-08-05 14:44:41,Roadwork,1.3528436887427964,103.7290605268967,(5/8)09:39 Road Works on PIE (towards Tuas) at Jurong Canal Drive Exit.
2025-08-05 14:44:41,Roadwork,1.3118004926054438,103.94483034202361,(5/8)09:33 Road Works on ECP (towards Changi) before Xilin Ave. Avoid lane 3.
2025-08-05 14:44:41,Roadwork,1.355304040509235,103.72325227016893,(5/8)09:29 Road Works on PIE (towards Tuas) before Jurong West Ave 2. Avoid lane 3.
2025-08-05 14:46:41,Roadwork,1.3258089093380379,103.72862918506125,(5/8)15:39 Road Works on AYE (towards MCE) at Corporation Road Entrance.
2025-08-05 14:46:41,Roadwork,1.377657336496919,103.85798375620443,(5/8)15:25 Road Works on CTE (towards SLE) at Ang Mo Kio Avenue 3 Entrance.
2025-08-05 14:46:41,Vehicle breakdown,1.383481874589788,103.91632239821946,(5/8)15:14 Vehicle Breakdown on TPE (towards SLE) before Punggol Rd.
2025-08-05 14:46:41,Roadwork,1.3788090098959442,103.91373181677257,(5/8)14:30 Road Works on KPE (towards TPE) before TPE(PIE).
2025-08-05 14:46:41,Roadwork,1.345727303880945,103.73852284619193,(5/8)14:25 Road Works on PIE (towards Changi) at Jurong Town Hall Road Entrance.
2025-08-05 14:46:41,Roadwork,1.3292906300809004,103.85231946352091,(5/8)14:05 Road Works on PIE (towards Tuas) before Thomson Rd. Avoid lane 4.
2025-08-05 14:46:41,Roadwork,1.4263598889938822,103.78535388361881,(5/8)13:54 Road Works on SLE (towards BKE) before BKE(PIE).
2025-08-05 14:46:41,Roadwork,1.3423737211865663,103.64318085456937,(5/8)13:40 Road Works on AYE (towards MCE) before Tuas West Rd.
2025-08-05 14:46:41,Roadwork,1.3944039495616454,103.85764095108719,(5/8)13:38 Road Works on SLE (towards BKE) at TPE(PIE) Exit.
2025-08-05 14:46:41,Roadwork,1.4007508474269075,103.87359697384967,(5/8)13:19 Road Works on TPE (towards SLE) at Jalan Kayu Exit.
