id,prompt,intents,timestamp,confidence_avg,validated,feedback_notes
intent_20251216_172138_078527,Show me accidents on Highway 1 between 8-10 AM and also generate a report with a pie chart and gant chart,"['spatio_temporal', 'traffic_impact', 'meta_attributes', 'incident_detection', 'visualization', 'traffic_anomaly', 'incident_classification', 'causal_analysis', 'report_generation']",2025-12-16T17:21:38.078527,0.6730294613277211,False,
intent_20251216_172023_901391,Show me accidents on Highway 1 between 8-10 AM,"['spatio_temporal', 'traffic_impact', 'meta_attributes', 'incident_detection', 'visualization']",2025-12-16T17:20:23.901391,0.6074586598312154,False,
intent_20251216_152511_945702,Show me accidents on Highway 1 between 8-10 AM,"['spatio_temporal', 'traffic_impact', 'meta_attributes', 'incident_detection', 'visualization']",2025-12-16T15:25:11.945702,0.6074586598312154,False,
intent_20251216_135907_450546,prepare a casual analysis report in pdf. ,"['dashboard_preparation', 'pdf_export', 'word_document generation', 'casual_analysis']",2025-12-16T13:59:07.450546,0.5564899234210744,False,
intent_20251216_131916_666840,prepare a dashboard report in pdf. ,"['dashboard_preparation', 'pdf_export', 'word_document generation']",2025-12-16T13:19:16.666840,0.47258849704966827,False,
intent_20251216_111729_591774,prepare a dashboard report in pdf. ,"['dashboard_preparation', 'pdf_export', 'word_document generation']",2025-12-16T11:17:29.591774,0.47258849704966827,False,
intent_20251216_111552_816637,prepare a dashboard report in pdf. ,"['dashboard_preparation', 'pdf_export']",2025-12-16T11:15:52.816637,0.37697606001581463,False,
intent_20251216_111452_332612,prepare a dashboard report in pdf and word for me for the attached dataset. Make sure the dashboard has visual graphs and proper explanation for each of the graphs ,"['dashboard_preparation', 'pdf_export', 'word_document generation']",2025-12-16T11:14:52.332612,0.46527352929115295,False,
intent_20251216_111251_014485,find the most recent latest accident in the given dataset,"['severe_accident_identification', 'average_traffic_incidents', 'top_severe_accident']",2025-12-16T11:12:51.014485,0.6082478570086616,False,
intent_20251216_110943_074076,find the most recent latest accident in the given dataset,"['severe_accident_identification', 'average_traffic_incidents', 'top_severe_accident']",2025-12-16T11:09:43.074076,0.6082478570086616,False,
intent_20251216_110847_093657,find the most recent accident in the given dataset,"['severe_accident_identification', 'average_traffic_incidents', 'top_severe_accident']",2025-12-16T11:08:47.093657,0.6115918734243938,False,
intent_20251216_110439_465363,find the top severe accident in the given dataset,"['severe_accident_identification', 'average_traffic_incidents', 'top_severe_accident']",2025-12-16T11:04:39.465363,0.6159646362066269,False,
intent_20251216_105614_796385,find the top severe accident in the given dataset,['severe_accident_identification'],2025-12-16T10:56:14.796385,0.5333945982986026,False,
intent_20251216_105437_483990,find the average traffic incidents and the top severe accident in the given dataset,"['incident_detection', 'visualization', 'incident_classification', 'average_traffic_incidents']",2025-12-16T10:54:37.483990,0.6632387108272977,False,
intent_20251216_105144_326525,find the average traffic incidents and the top severe accident in the given dataset,"['average_traffic_incidents', 'top_severe_accident']",2025-12-16T10:51:44.326525,0.6632387108272977,False,
intent_20251216_104443_841287,find the average traffic incidents and the top severe accident in the given dataset,"['average_traffic_incidents', 'top_severe_accident']",2025-12-16T10:44:43.841287,0.6632387108272977,False,
intent_20251216_104043_347418,find the average traffic incidents and the top severe accident in the given dataset,"['average_traffic_incidents', 'top_severe_accident']",2025-12-16T10:40:43.347418,0.6632387108272977,False,
intent_20251216_103854_833641,find the anomaly in the given dataset,['anomaly_detection'],2025-12-16T10:38:54.833641,0.5059370928340488,False,
intent_20251216_103721_960428,find the anomaly in the given dataset,['unknown:anomaly_detection'],2025-12-16T10:37:21.960428,0.5059370928340488,False,
intent_20251216_102704_832152,find the anomaly in the given dataset,['traffic_anomaly'],2025-12-16T10:27:04.833096,0.5059370928340488,False,
intent_20251216_101029_052630,find the anomaly in the given dataset,['traffic_anomaly'],2025-12-16T10:10:29.052630,0.5059370928340488,False,
intent_20251215_174858_255917,check for the incidents and generate a pdf report for this task,['incident_classification'],2025-12-15T17:48:58.255917,0.5174563758903079,False,
intent_20251215_172120_538825,check for the incidents and generate a pdf report for this task,['incident_classification'],2025-12-15T17:21:20.538825,0.5174563758903079,False,
intent_20251215_164919_097154,check for the incidents and also check if this has any traffic anomoly in this dataset attached,['incident_detection'],2025-12-15T16:49:19.097154,0.6935863229963515,False,
intent_20251215_160807_678688,check for the incidents in this dataset attached,['incident_classification'],2025-12-15T16:08:07.678688,0.6441944241523743,False,
intent_20251215_160520_268821,check for the incidents in this dataset attached,['incident_classification'],2025-12-15T16:05:20.268821,0.6441944241523743,False,
intent_20251212_164017_251688, update on the incident near Changi and check the severity of the situation.,"['incident_detection', 'incident_classification']",2025-12-12T16:40:17.251720,0.8086405595143636,False,
intent_20251212_163735_259905, give me the update on the incident near Changi and check the severity of the situation.,"['spatio_temporal', 'traffic_impact', 'meta_attributes', 'incident_detection', 'visualization', 'traffic_anomaly', 'incident_classification', 'causal_analysis']",2025-12-12T16:37:35.259925,0.8183531363805135,False,
intent_20251212_163554_900843,Help me understand recent breakdowns downtown CBD.and give me a pie chart.,"['spatio_temporal', 'traffic_impact', 'meta_attributes', 'incident_detection', 'visualization', 'causal_analysis']",2025-12-12T16:35:54.900862,0.7656967110104032,False,
intent_20251212_162539_846646,Help me understand recent breakdowns downtown CBD.and give me a pie chart.,"['spatio_temporal', 'traffic_impact', 'meta_attributes', 'incident_detection', 'visualization', 'causal_analysis']",2025-12-12T16:25:39.846664,0.7656967110104032,False,
